<<<<<<< HEAD
id,label,transcript
410,Surprise,"Kata reku aku kalo bernung ga jalan jalan ni? Mua biasa jalan oke temenang nih terikastatif sih biar kita sama sama bisa berenang ya Guys kan? Sebelum mulai jalan lu pake tepat stretching dulu guys Atau kalo kekasih ke film masahan sebelum nanti kita nyomplung ke air Nah, seles stretching kalian bisa mulai dengan pegangan dulu di tembok seperti ini Kedua tangan berpegangan di tembok Lalu berakhon cahaya kek riba, semukel air atau biasa di sebut kikik ya Kalian terus lakukan step ini sampai akhir ya guys Aduh berarti kaki kalian untuk memperkuat kerakannya Kalo udah bisa, kalian bisa coba untuk patin pernah pasang Boksi sitangan masih berpegangan di tembok Tapi di dainya, dalam satu tangan kalian, bisa minta ke badan kalian Dan langsung kita telatasi badan, naskukan setiap kemudian dan kanan Sera bergantinya guys Kemudian lanjut step rekutnya Ayo, kan ke 2 tangan kalian, sera bergantinya Kalian bisa lakukan 3 langkat tadi, sera mulang ya guys Sampai di rasa kalian bisa lanjut ke step rek ini Nah, step ini tangga pabantu antara yang berkaki jalan Boksi sitinya kedua tangan harus ke depan Kemudian lakukan gerakan sukun seperti step al-al tadi ya Nganjut, kalian bisa ayamkan tangan kalian, sera bergantian Nah, bisa juga dengan bantu antara pabantu ngeronang Imanah, mudah kan guys? Itu dia seru nya belajar tips bagi pemula agar bisa berna Bersiap mau terikasitif atau tutorial apa lagi guys Coba komen dan jangan lupa follow teri ya Gia skan"
411,Proud,"sayang aku udah sesuatu pala apa ini? guys jadi dia maklah dia ke main padel aku di beli ini dia beli nrakiin sampai dia aku selalu ini ditentang gue empat di dalam sekarang aku juga suens sama aku kamu rala ditangga tentang kamu ya kamu ga tetang aku tapi kita harus mempunuha tapi bisa di fiksa, maksudnya aku harus kipap dulu gue sama ini mau kumpik aku mau memingikin pilihasian ini punya ortega ortega ya oh ya, ortega martita ortega oke semua aku suka ya tapi katanya pake rakyat ini orang auto jago oke, taknya pada baru kisah aku kisah aku kisah aku kisah aku kisah aku kisah aku kisah aku kisah aku kisah aku kisah aku aku semua aku ga tau"
412,Proud,"Katanya, Salomon Aero 3 ini adalah spati-delitter, dan paling oke, tahun ini, apa bener? Tonton versi impressive saleng kapnya, barang gue, Hoes Magang, Jos Wat Obing di channel YouTube Ranghut Sekarang. Lega!"
413,Trust,"ini dia, kayak renang yang bisa kita gunakan untuk survive di kolom pernah jika tidak seengaja terjatu yang pertama ada entry turn gerakan ini mungkin kan kita untuk berputar keharah deck atau pinggir kolom dan kemudian naik untuk stepnya biasa kami menggunakan entry turn kemudian grab the wall ketika naik caranya melakukan elbow, elbow tamini naik kedua, yang bisa kita lakukan adalah fall and float di mana ketika terjatu tubuh bisa berputar balik dan mengambang melihat katas untuk pernah fast"
414,Trust,"GFB, bilang sih. Gigi nih, boleh kok kita kasih masukkan. Jadi sekarang, gue mau lihat video di Instagram at Mario Rubem. Coba kita lihat. Wish man single. Mantap. Secara teknik, secara skill, penembatan atau arah bola, itu udah nerti banget lah main 2 tangkis. Nah, satu hal yang temen-temen harus tahu kalau main single itu, lu mau melahkan, karena cuma satu orang untuk nafor satu lapangan. Yang jadi jatatan, yaitu itu kaki-nya harus dibiasakan anten. Punya, footwork yang tepat yang bagus. Kalau nggak kita ketetaran dalam ngejar bola, mungkin bisa lihat nih video-nya Antoni Ginteng dalam posisi ready. Selalu harus jenjit. Kalau udah nampak kaki semua nampak, itu gender room berat angelitinya atau kecepatannya akan berkurang. Dan terlalu menggunakan banyak energi atau ternaga. Yang pada akhirnya, bikin cepat lelahan. Buat mas Mario, G.P. bilang sih. Bisa lah, bisa. Yeah! Buat kamu yang main, buat mintunya, mau aku kasih masukkan, silahkan upload video kalian di Reels Instagram dan jangan lupa mention aku dan hashtag G.P. bilang."
415,Trust,"Tips dan cara belayar di trekuari yang baik dan benar Satu, jika kamu berjalan lakukan di trekk 4 atau sisi luar 2 Jika belayar pelan atau joking lakukan di trekua atau di atas 3 Jika belayar di cepat atong but, lakukan di trekk 1 atau sisi dalam"
416,Surprise,"Hai guys, coeta tuh sekarang ga nonton ya, kadang ujan, kadang panas. Kadang bisa juga ujan sarian, juga mut yang tiba-tiba berubah. Nah, aku mau berbagi lima gerakan workout tanpa alat dan tips yang bisa kamu lakukan di rumah supaya kamu tetap produktif dan ga bosan. Yang pertama, jumpa Jack, kamu bisa melakukannya selama 30 detik, sampai 40 detik, yang kedua push up. Kamu bisa melakukan 10-12 kali repetis ya. Kalau belum kuat, kamu bisa melakukan handring list push up ya, bertumpun dilutut. Yang ketiga wall seat, kamu bisa lakukan 30-60 detik, ini bagus banget buat melatik kor dan kaki kamu. Karena beberapa hari ini, aku ga bisa lah raga di luar akibat hujan yang terus menerus, jadi aku rajin minum hydrokokofita.de ini, jadi ini minuman vitamin D3 pertama di Indonesia, vitamin D dalam bentuk cair, ternyata lebih efektif dan mudah diserap, oleh itu, 100% tinggi vitamin D3 600 ayu, yang mampu penuhi kebutuhan vitamin D3 harian kamu. Jadi, walaupun kalian ngurakat di rumah, tetap dapat vitamin Dnya ya, yuk lanjut gerakan kempat dan kelima, yang kempat gerakan squat. Kamu bisa melakukan 12-15 kali repetis ya, dan gerakan kelima, try-sep dip, bagus banget buat melatik langan, biar ga gelambir. Yuk, semuanya semua."
417,Trust,"Berenang adalah loch lagi yang paling menyenangkan dan sangat efektif. Sebelum kita belajar tentang beberapa gaya dalam bernang, angka baiknya kita belajar tentang teknik deser dalam bernang. Berikut ada beberapa step untuk belajar tentang teknik deser bernang. Teknik pertama adalah teknik bernafas. Teknik bernafas ini bisa disebut dengan bubble. Teknik bernafas bisa dilakukan dengan harik nafas dari mulut, jadi di dalam air bisa dibuang lewat hidung. Yang kedua, teknik meluncur. Teknik meluncur bisa dilakukan dengan posisi tangan streamline, kemudian kaki menendang kedinting kolam, lakukan gerakan untuk meluncur ke depan. Yang ketiga, teknik kaki. Teknik kaki ini bisa kalian lakukan untuk pemula belajar tentang kaki gaya bebas atau pun bagaimana kalian melakukan tentang kaki gaya dadah. Teknik deser yang kempat adalah teknik tangan. Teknik tangan untuk pemula, kalian bisa belajar terlebih dahulu dengan melakukan gaya tangan gaya bebas atau pun dengan tangan gaya dadah. Buat kalian yang mau tahu lebih lanjut atau mau belajar renang untuk pemula ataupun yang baru, bisa bergabung di benar renang tangan kaki."
418,Proud,"Halo Drive, ini dia lemah grakan ekserses yang bisa kalian lakukan tanpa ala"
419,Proud,"Kalau du love at first sight, ini love at first run. Gue baru pake ini pertama kali aja, udah kelepalkan, dan gue udah pake ini untuk beberapa kali. Gue udah pernah pake untuk reis juga dan gue dapet TV, tapi apakah memang benar-benar dia support itu? Atau ternyata aja kekurangan yang dia tutupin tapi gue belum tahu. Ton Bana Selangkapnya di Youtube Pronehot."
41,Proud,"Huawei datangin HP LiPad terasemi lagi nih, namanya Mate X6. Jadi, kangen pertama kali coba yang HP LiPad ya, Huawei Mate X juga tuh. Sekarang udah generasi 6 aja. Ga yanya udah fashionable betul, elegant, mewah. Dimensi tipis, kalau dilipat udah mirip kayak HP batangan. Bekavar Paket Extur Vegan Leder, ada yang warna hitam, ada yang marun juga. Kaca depannya pakai buatan Huawei punya kunlong glass generasi 2. Material frame pakai aluminum aviation grid, Enselnya juga kaku ya, bisa mantep di lipet ke berbagai sudut. Kalau lagi full ke tutup, lipetannya juga rapat mantep, sampai bisa nge-gigit kertas HVSK gini. Dan tentu aja HP nya udah tahan air, IPX8. Aman kalau nyemplung. Dan pas layarnya basah gini juga masih responsif. Ya, saking PD-nya Huawei sama build quality nya Mate X6. Mereka sampai niat buat gantungin motor gede yang diiket ke inner screen carbon platenya HP ini. Oh ya, disan kamera Mate X6 pun udah gak beda ya. Frame yang gak bullet full, tapi segi delaapan. Octagon. Isinya pun ada 4 kamera ya, 3 kamera yang sering kita lihat, plus satu kamera ultra-kroma. Funksinya, biar warna fotonya tuh lebih nyata lagi, sesuai apa yang kita lihat, konsisten di small lensa. Ini contoh-cantol hasil fotonya, udah politas Huawei lah, level atas. Untuk layarnya sendiri, speknya kayak gini. Ukuran dan rasinya udah mirip HP batangan dia saat. Dan pas kita buka, buh, ini nih, nikmatnya HP foldable, lebar. 7.9 inch resolusi 240x2, 2.240 pixel, LPPO 1.520Hz, peak brightness 1080p. Ya, emang, ini sih yang paling dicari yang bikin saya susah lepas dari foldable, layar gede flexible nya, bikin cara pake HP jadi berubah. Buat baca dokumen, nonton, tarik tarik gari, sekal anda suka trading. Atau pake mode split screen buat multitasking, bisa buka 3 apps kali-gus. Switch antar aplikasi juga mulus. Semua prosesnya di tarik, prosesor kirin 90-20. Ramnya 12GB, storage 512GB. Batre 5,100 mAh, dan charging 66W, yang tentu dedikasi di paket tenjualan. Dan support while charging 50W juga. Buat harganya sendiri, Huawei Mate X6 dijual di 27 jutaan. Ada bonus up to 4,3 juta, ada bonus Huawei GP5 dan ada VIP service juga. Extra lainnya banyak ya, yang bikin user HP ini makin berasa spesial lagi. Buat info lengkapnya bisa main ke sosmed atau web set resminya Huawei Indonesia. Bukan disini lebih lebar."
420,Trust,5 menit ballhand ring drill yang bisa kamu lakukan setiap hali. seru video ini ke temen kalian dan komen ke bawah untuk tips video basket lain.
421,Trust,"Lewat game penter baru nya on ya, itu softwings itu bikin gue bertanya-tanya. Karena gimana ya sebagai pelari kita bisa dapat benefit dari sepatu yang soft, tapi kita tetap bisa winning. Nah, tonton, review-nya. Kolek-kolekannya di YouTube Run Food sekarang."
422,Surprise,"Ini dia step by step untuk kamu yang baru pertama kali nejim. Hal pertama yang harus kamu lakukan adalah konfirmasi kehadiran di admin terlebih dahulu untuk mengambil kunjil locker. Nah setelah itu jangan lupa taruh bareng-bareng kamu di locker ya. Step kedua ya itu pemanasat sebelum olahragani. Hal ini penting banget untuk menghindari cederak. Step ketiga mulai olahraga cardio. Nah, di sini kalian bisa pakai treadmill ya. Setelah itu kalian bisa pakai submit machine. Usahakan beban nya sesuai dengan kemampuan kamu ya jangan sampai ego lifting. Atau kalian bisa menggunakan dumbbell sebagai pengeti submit machine. Nah setelah kalian selesai olahraga jangan lupa kuling down untuk melemaskan otot-otot kalian. Kalau versi kalian gimana, coba komen di bawah ya."
423,Proud,"hari ini saya mau spill latihan papur saya untuk lebarin lats atau green lats secara keseluruhan karena kalau kalian mau berada nih yang estetik kalian wajib punya lats yang lebar untuk dapat di taper bukan cuma yang gede di tangan doang tapi nggak lebar kebetulan hari ini saya mau cetak persoan record karena pas siap kompetisi mungkin saya ada sedikit masalah saya ingga straks saya belum kembali dan ini mulai balik lagi hari ini spesial saya pakai stimulate dia faham supaya dapat persoan record baru kan dengan beta alarin, cafe in kita minceng dan tersedia dan itu kita lebih fokus saat dihan break PR meski disaat, nanti apa yang ada? ya terakhir scope oh, reksinya cepat powerful tanahin terus sampai akhir karena tutorial eksosasi ini meru saya bakal kulten banget oke, jadi ini alatnya ini kita akan melakukan vertical boom dalam skabel art blend jadi skabel art blend ini enggak nyari gini ya ini badan, ini angle 45 jen kalau ini frontal blend ini sagin tal blend ini skabel art blend kita pul di skabel art blend supaya kenal bagian atas karena menariknya bawah kalau misalkan frontal blend seperti podon atau pul abu dia di bagian atas bawah nanti kalau misalkan di skabel art blend bisa kita alain dia kenal upper lots skabel art blend itu kenal semua ternamas saya panjang skabel art blend saya juga menggunakan underhand grip karena dengan underhand grip bisa pul di tidak sakit saya punya bayi sabin jika saya pronuhkan grip dengan sakit dan terlalu grip dengan sakit jadi saya kan berikan underhand grip ini warna terakhir 50 kilo pasis tak faham saya di 60 kilo beratanya ada aneh dikit ya itu saya nyamping kayak gini supaya berada di skabel art blend mencenginya alpo selalu bahwa ke badan jadi rapet alpo selalu deket sama badan jangan sampai cowok hari kayak kelipp karena ini cuma warna jadi saya cuma 2 sampe 4 katanya selesai ini ring gini ya puluh kehip kekerjaan kem� kem� russian 120 kajat sampai 60 kajat jadi ga perlu sampai puluh kata karena kata-kata steppin dah kecest bentau ke bawah masih oke tapi mungkin lebih lebih lebih oke sekarang kita topset 60 kilo persisi di arsia di marat saya mau coba lebih dari di marat let's go ayo oh ayo oh ayo oh oh oh oh oh oh oh oh si stop aglam biar udah"
424,Joy,"Bro, caranya pull up gimana? Ajar idong! Oke siap, itu ada pull up bar tuh. Pertama Latian gantungan dulu sampai bisa 20an detik ya. Terus Latian pull up stroke sampai bisa 10 kali buat ke Latian auto tvun atas atau auto trapezius. Terus Latian dulu gerakan 6MP, sampai bisa 12 kali ya. Nah, itu sebesa pakai kursi ini buat gerakan negatif pull up. Nah kayak gini tuh. Oke. Abis itu bisa pakai resistence band biar waktu Latian pull up lebih enteng. Coba incar 10-12 repetis ya. Dan selamat, kamu akan mendapatkan pull up pertama kamu kalau udah Latian itu semua. gimana? Kertingan? Coba ini? Oke, kita coba ini ya. Let's go! Kita coba ini ya."
425,Trust,"bro kenapa postormu kayak gini? ah gimana ngositi? itu bungkok kayak gitu tuh itu tuh nabah bagus buat kesiatanmu terus gimana carangan kesinya? cini apa ke stau 3 cara buat benerin postormu? pastiin kamu secini ya? nah nah nomor satu itu tuh pas kamu lagi main HP, pasti itu gue mudah lehrmururus kayak gini nih oh ya oke bro oke bro HP ngutu penyebab nomor satu kamu bungkok terus kalau kamu ngerasa postormu lagi jelek simpel aja angka doumu ke hatas tarik ke belakang, terus turunin ke bawah gini nih oh ya, wah batu banget sih nih terus nama tidak apa? what up bro? dengan watin atau perut sama atau penggungu atau mantis postormu bakal impor dengan sendirinya ah thanks bro aku pasti bakal follow kamu buat tips tips kayak gini nih"
426,Proud,"sedikit tip untuk kalian yang pengen dapatin 10 bulan atau lebih, tapi bosan yang lo cuma jalan biasa kayak gini coba ini, diselpen nih, spulking protokol jadi jalan itu kalian jalan biasa atau santai selama 3 menit kayak gini nih terus langsung jalan cepat selama 3 menit juga nah itu dilawalan-lalu sampai 5 kali, jadi 5 kali jalan biasa, 5 kali jalan cepat jadi total waktunya 30 menit ini aku pas baru selesai nyobain cara-jalan ini pakai working path road dari hyperfit dan ternyata enak banget working pathnya enak, efek teknik jalan ini di badan ku juga enak yuk, sampai nertalanya nyobain tek rik jalan ini coba komen di bawah ya share video ini ketemu dan sudahlah kalian biar pada jubah ini juga path semangat jalannya dan setihar oh ya dengan teknik jalan ini, tadi aku bisa dapat di garim-grimu dan selangka dalam waktu 30 menit"
427,Proud,"Aslihan ya, kering lakuin goblets squad sambil pek kan satu dumbbell kayak gini 8-12 kali atau sekuatnya jadapet berapa. Lanjut kurangin membanda dumbbellnya dan lakuin dumbbell rose pake hantutan kan kayak gini 8-12 kali atau sekuatnya jadapet berapa. Jangan lupa tangan 1nya juga ya. Terus lanjut lakuin dumbbell test press buat auto dead dalam 8-12 kali atau sekuatnya jadapet berapa. Terus lanjut lakuin dumbbell shoulder press kayak gini buat auto dead bahul 8-12 kali atau sekuatnya jadapet berapa. Dan ditutup dengan base set course kayak gini buat ngati auto base set 8-12 kali atau sekuatnya jadapet berapa. Itu udah termasuk kur body war out cuma pake dumbbellnya bisa di ator atau bubannya kayak gini. Totok banget buat kalian yang pengen mulai war out di rumah tapi baru bisa satu sambet 3 kali sininggu. Oh ya, betul ya, kalian mwr kemdesi dumbbellnya komen aja mau atau dumbbell atau apapun lanjutnya kubingin lingnya ke demkaliannya. Nah nanti kau dalam cara bisa diapgir tu war outnya. Misalkan dengan nambahin buban di tiap gerakan. Atau ditambahin seksi war out yang bisa akan jadi 4 kali sininggu. Anобщ adaSQL dari URL kecil.. Ini możemy ter security, known as coolerual level pour lots."
428,Proud,"Aku bersanya banya satu gerakan unik ini nih Dan gila nyari bahwa aku yang dapurasi yang bertahun-tahun berkurang drastis Oke, jadi kalau kalian kerasain nyari di bagian sini nih Bisa jadi itu karena otot subskapularis, teras minor dan infrastripinatus kalian itu taik atau kaku Nah, biar kakaku, darasainnya yang hilang, coba lakukan gerakan ini nih Teraik ini, pertama kalian cari tiang pul apatot, barbel yang tinggi, kira keras, segini lah Nah, abis itu kalian cepet ke tiap kalian yang bagian bahunya sakit nih Jadi, jepit gini, habis itu tangannya ini pegang beban Kayak dumbbell atau kettle bel, tercerah Maksa berat-berat kalau apa? Santaja Abis itu kalau kalian gak gini kan ketika nya bakal sakit nih Tapi ternangan saja, kalian bisa coba lin, bek atau mundurin beban ini ke belakang ini Terus tangan hatunya pegang tiangnya gini nih Sekarang kaki nya di majuin ke depan gini dikit Abis itu beban nya di swing-swing ke depan dan belakang kayak gini nih Shing, coba hidah ini enak banget dan works di aku Karena penyari di bawahku itu karena ototnya kaku ototai Terus kalau kalian nyobain ini dan works, komen di bawah ya Atau kalau mesej kan ada cara lain yang buat ilangin rasanya rizbau kalian Coba komen di bawah Ausnya nombor, dipaksa nombong cara ini dan aku pengen ser ke kalian Phone Alus VW buat tips, tips lainnya Share video di luar kemurungan faat, tersemangat dan stehart"
429,Surprise,"kalian tau sih kalo satu protein barin itu udah mengandung sekitar 30 gram protein dan ini bikinnya gampang banget kalo kalian mau toce reggimana langsung aja lihat video ini ya let's go pertama, tuang 2 scoop oatmeal terus 1 scoop pouvez protein rasa vanilla dari puro 2 sedot terselepakan masukin sedikit madu setengah sedot ter extra vanilla 1 sedomakan soko chips dan kunjian di sini kasih air sedikit misedikit bila diperlukan biar teksur adonannya bisa kayak gini terus 1 ditulang di tanah-lanan yang udah dikasih kertas baking anti-lanker kita kendakan sampai tipis begini biar enak nanti gigitnya nah bawa toppingnya aku pakai darstokla yang udah di delahin terus diolese-olese di atas adonannya terus masukin ke freezer dan kebuka sampai berku ya gimana? kamu bawa bikinnya? dari interhasian juga enak banget loh kalian langsung kita makan, benar-benar di mandroin hmmm tipe sih, di lebih enak, keeras dan gampang unyanya kalo kalian terlare buat remake snack ini, coba komen di bawah ya abdok kalo misalnya kalian ada idea snack tinggi protein yang lain coba komen di bawah juga ya share video ini kalo mau nonton at tersemangat bikin snack tinggi protein kayak gini dan stay hard"
42,Proud,"Fans HP Compact yang berbahagia... Kenalin Xiaomi 15 HP 6.36in di SPAC Monster Kita unboxing dulu dong Design kotak warna putih dengan tulisan Xiaomi 15 Dan nggak ketinggalan gandengan silaika Laiika yang warnanya berkaraakter makin sedap kalau foto dilapangan Kaya ini, pas saya ke pasar beli inti-tipan istri Brasa lebih keren ya, lebih dramatis Makin kelapangan, trio kamera 50MP makin garang HP kecil yang nggak nanggung soal kamera ya Lanjut unboxing Isinya ada casing, ada ucapan terima kasih Ada Xiaomi 15nya, ada kabel USB-A2 USB-C Dan charger 90W Design HP-nya lumayan mirip Xiaomi 14nya Bentuk kamera-nya kotak, frame juga lebih kotak kaku Yang bahannya dari aluminium ya Kacau belakangnya punya tekstur mid Dan tentu aja HP-nya tahan air Bezel air-nya... Hmm... Tapi 1,38mm doang Screen tubuh di rasio sampai 94% Jadi nggak buang-buang ruang dan bikin bodi HP-nya bisa lebih ramping lagi Dan hebatnya bodi yang kecil ini nggak jadi batasan buat performanya Procesor tetap yang paling baru Paling kenceng Snapdragon 8E Batre tetap gede sampai 5,244 mAh dengan charging 90W Wireless charging 50W Xiaomi 15, user HP compact makin berbahagia Performa nggak kepentok ukuran lagi Buat reviewnya udah tayang di YouTube ya Kalau pengen info yang lebih detail soal Xiaomi 15 bisa langsung mampir saya kesan"
430,Surprise,"Kalo tau sih, satu piring telur orara ini sudah menganduk sekitar 25 gram protein dan biaya barbaku nya Cuman sekitar 5 ribu pih aja Bikin gampang rasanya ya na Yuk langsung kita bikin aja Let's go! Pertama, ancurin 100 gram putih telur Kalau pakai yang mentah juga, apa-apa, oke banget loh Yang kedua, samburin 100 gram, tahu putih dan ancurin juga Yang ketiga, layan satu putih telur dan aduk saram berata Kalau udah, masukin adonan kepanci yang udah dikasih minyak dikit dan udah panas Pake api kecil atau sedang aja, terserah Lanjut, jadu sampai kira-kira setengah mateng ya Abis itu biar lebih nah, tambahin bubu kayak sambel terasih Ketap dikit, gampang, sama garam Terus aduk lagi, sampai merata Kalau udah mateng, tolong di piring dan jaduh di deh telur harit, tambah tahuh dan putih telur kayak gini nih Woohoo! Gimana, gampang banget kan bikinnya? Ini rasanya juga enak banget Hmm Lo tuh banget buat kalian yang lagi tangin diet Karena ini tuh satu piring udah mengandung dulu, pemangkan protein Cuman sekitar doar, usah yang kalahori dan kalau kalian makan sih ini tuh udah kenyaknya enak sih Hmm Buat tambahan lau kalian tuh tuh juga bisa tinggal tambahin nasi sama ya, tambahin sayur dikit gitu lah Menang, tetah ada gak buat pirmek telur orang-orang yang gampang banget nih bikinnya Lo ya, coba komen di bawah ya Share video ini kalau menonton ad, plau semangat dan stay hard"
431,Trust,"Jangan nana napa pas lagi war out ya? Aduh, atau kebola-abalik napa sih ya? Karena itu baya buat badan kita dan bisa mengangguk, proses setah progress war outnya. Biar gak bingung, tata priset simpel ini nih. Tengen nara napa? Berat gua napa? Hmm, ternyata nara napa? Gua napa? Wuhh, kalau gue gira kan isometri kayak, pelan ini gimana bang? Ah, terang aja. Kalian bisa tetap ator napaas? Kayak gini nih. Santaja, senyaman kali ya. Yang penting, jangan ditahan ya, jangan. Hmm, gitu tapi. Di mana? Kampang kan? Siapa ayo yang masih suka nana napa, atau kebola-abalik napa sih apa sih apas lagi war out? Coba, komedibawa ya. Bingga apa? Santaja. Yo, menalatkan diri sekarang, biar napa sih gak ditahan atau kebola-abalik gitu ya? Certi di kolom veral faat, taps banget war outnya dan... Stehar!"
432,Proud,"Tahanan nurunin berdapat kayak galon atau tas belanja atau apapun dari mobil yang gampang dan aman buat tinggal atau panggul kalian. Kayak gini nih, sangat kalian mau nurunin galon dari mobil ya. Jadi kalian pegang galonnya pakai tangan kanan disini, ternyata di sini. Atau pegang dua-dua di bol juga nggak apa-apa? Nah, pun cini disini. Kalian harus takut akhirnya dikit nih. Jadi biar betul-betul hangkat itu pakai otot-pahal kalian kekuatan yang bukan dari nangalian. Jadi gini, takut dikit, abis itu angkat. Nah, sekalian mau nurun juga gampang. Bisa kan nih kalian udah sesengangkat terus mau nurunin nih. Kalian jauh kota aja gini, saat terus taro. Atau bisa juga dengan ganya lances nih. Jadi kalian mau juga kaki yang satu ini, terus teko gini. Aaaaah. Kalau tas belanja juga sama. Ini kalian pegang tas belanja nih ya. Terus abis itu kalian teko dikit kaki ya. Terus hangkat. Nah, kalau kalian kayak gini, nggak pakai leko. Lantih, sumber tenang gini, itu yang bikin boyo atau nyeri di sekitar sini. Semoga berhenti batu ya. Stehard."
433,Proud,"Tahanan nurunin berdapat kayak galon atau tas belanja atau apapun dari mobil yang gampang dan aman buat tinggal atau panggul kalian. Kayak gini nih, sangat kalian mau nurunin galon dari mobil ya. Jadi kalian pegang galonnya pakai tangan kanan disini, ternyata di sini. Atau pegang dua-dua di bol juga nggak apa-apa? Nah, pun cini disini. Kalian harus takut akhirnya dikit nih. Jadi biar betul-betul hangkat itu pakai otot-pahal kalian kekuatan yang bukan dari nangalian. Jadi gini, takut dikit, abis itu angkat. Nah, sekalian mau nurun juga gampang. Bisa kan nih kalian udah sesengangkat terus mau nurunin nih. Kalian jauh kota aja gini, saat terus taro. Atau bisa juga dengan ganya lances nih. Jadi kalian mau juga kaki yang satu ini, terus teko gini. Aaaaah. Kalau tas belanja juga sama. Ini kalian pegang tas belanja nih ya. Terus abis itu kalian teko dikit kaki ya. Terus hangkat. Nah, kalau kalian kayak gini, nggak pakai leko. Lantih, sumber tenang gini, itu yang bikin boyo atau nyeri di sekitar sini. Semoga berhenti batu ya. Stehard."
434,Surprise,"Bang, tubuh challenge 50 ribulangkas hari dong. Hah, ngapain? Kayak kurang kerja. Oke, jadi 50 ribulangkas 2400 km ini aku dapetin dengan 2 hal. Ya itu, lari pagi dulu, jauh 15 km di GBK yang ditemenin sama minuman elektron dari puro. Namanya live. Tata aku kalian harus coba sih. Karena bantu hidersi ku banget ini selama lari. Dan lanjo jalan kaki dengan total 26 km. Pushet, kemana aja tubang jalan sejauh itu? Ah, ini menarik nih. Dia ku berangkat naik MRT jam 5 pagi. Dan... Jam 855 di sejauh ging dan langkah aku sekarang 22500. Let's go! Jam 10 sampai 12, aku sudah di kos makan sama ngecar-sapet. Jam 1230 ini aku makan siang dulu buat isi energi. Terus lanjut naik angkot dan base transjakarta buat ke daerah cikajang. Paca meis ini, ini aku udah nientuh 30 ribulangkas. Dari sini aku jalan ke arah, jalan tirtayasa, terus ke daerah bloke nsquare, teman-iterasi, teman sambas asri, dan di jamat 1130. 35 ribul, teman-teman kari scenik pangkol. Disini aku F1 benar dengan pull up, dips, sama mainan base cap. Ini udah dapat sekitar 20 bulangka. Mitu kalian intertering, gak sih nyobain 50 ribulangka dalam sehari juga kayak aku nih. Kalo ya, coba komen di bawah ya. Jemput 3 sorry aku jalan lagi ke station MRT bloke up buat menuju ke station MRT ASEAN. Terus lanjut jalan kaki lagi di sekitar hantu, pakubono, sampai ke taman puring. Dari sini aku lanjut ke halta pasar mayestik buat naik bis ke station MRT ASEAN lagi, buat balik ke daerah fatma wati. Terus aku mampir ke minimarket di cidari cilanda buat isi rahat bentar. Terus lanjut jalan gitarin CB Spark dan dapat 3 ribuan langkah di sini. 48 ribulangka sekarang gampil 1852, di ganggu menuju cost. Wah kaki udah, milai, tapi banget. Dan sisa disini, bulan-selangkah ini aku abis ini di dalam cost abangku karena udah stopet banget. Wah gila, kira cita-cita di 50 ribulangkan dalam seharikku tercapai. Tadah menimpa pagi, selesai jantung 7 malem. Ha ha ha. Terima kasih puro buat supportnya ya, jadi bisa jalan sejauh ini. Anjis ini jalan sapa lagi, harus aku coba in. Coba komen di bawah ya."
435,Trust,"Menang Ini sempurna Uuh, balance challenge Menarik nih, ya kita cobayah Pelakannya banyak banget juga, praktikin terus Komeni boya bisa tong Jadi, badannya kayak gini nih Tengannya lurus, perkenaan lurus sama bahu Habis itu, torunin Gini sampai tangan kalian megan gagu gini Habis itu buat tangannya ke belakang Tapi bisa, tapi kita coba sekalang ya Oke, jadi gini Torun, gini Uiiii Aku bisa karena Tapi kayak gini, guys Ini nih, ya Kalau kaki ya sebelah budra zat, gini Biasanya tolong, ga bisa Ini ini Nah, coba kalian bisa ga Komeni di bawah yang Share video ini ketemu nama kalian Di depan dan nyobain juga Balance challenge ini Pada bisa tong ga Tapsuat dan Stehard"
